idLigneBonCommandeSortie,fk_BonCommandeSortie,Article,designation,quantiteProduitCommande,priorite,termine,source
370127,BC-2852,13129,Biscuits fruits rouges,576,1,0,groupe_ethique_et_sante
370128,BC-2852,08730,Biscuits orange,576,1,0,groupe_ethique_et_sante
370129,BC-2852,13579,Boisson chocolat au lait,150,1,0,groupe_ethique_et_sante
370130,BC-2852,12481,Boisson chocolat intense,150,1,0,groupe_ethique_et_sante
370131,BC-2852,PJ00153,BOUTEILLE BOISSON FRAMBOISE,48,1,0,groupe_ethique_et_sante
370132,BC-2852,PJ00157,BOUTEILLE BOISSON PÊCHE-PASSION,36,1,0,groupe_ethique_et_sante
370133,BC-2852,FS15O342,Bulles oignons,168,1,0,groupe_ethique_et_sante
370134,BC-2852,13588,Cappuccino,150,1,0,groupe_ethique_et_sante
370135,BC-2852,BG357,Cereales vanille,100,1,0,groupe_ethique_et_sante
370136,BC-2852,PJ00129,Chips Barbecue,80,1,0,groupe_ethique_et_sante
370137,BC-2852,PJ00130,Chips oignon,80,1,0,groupe_ethique_et_sante
370138,BC-2852,BG309,Crepes orange,100,1,0,groupe_ethique_et_sante
370139,BC-2852,BG428,Flan Patissier caramel,100,1,0,groupe_ethique_et_sante
370140,BC-2852,BG426,Flan Patissier chocolat,100,1,0,groupe_ethique_et_sante
370141,BC-2852,BG434,Flan Patissier citron,100,1,0,groupe_ethique_et_sante
370142,BC-2852,BG425,Flan Patissier vanille,200,1,0,groupe_ethique_et_sante
370143,BC-2852,PJ00131,PAIN CEREALES (2 tranches),720,1,0,groupe_ethique_et_sante
370144,BC-2852,FS17,Pain de mie (2 tranches),300,1,0,groupe_ethique_et_sante
370145,BC-2852,FS12MF139,parmentier,100,1,0,groupe_ethique_et_sante
370146,BC-2852,PJ00147,Pate Fusilli,140,1,0,groupe_ethique_et_sante
370147,BC-2852,FS12MF993,spaghetti bolognaise,100,1,0,groupe_ethique_et_sante
370148,BC-2852,PC01691,Stick draineur thé citron 7g,300,1,0,groupe_ethique_et_sante
370149,BC-2852,PC01693,Stick draineur thé pêche 7g,600,1,0,groupe_ethique_et_sante
370150,BC-2852,PJ00160,TORTITOS BACON,80,1,0,groupe_ethique_et_sante
370151,BC-2852,PJ00159,TORTITOS POULET MAÏS,80,1,0,groupe_ethique_et_sante
376074,BC-2853,11786,Barre (Cacao)chocolat ronde,252,1,0,groupe_ethique_et_sante
376034,BC-2853,BC3707,Barre céréalière Fruits rouges,108,1,0,groupe_ethique_et_sante
376035,BC-2853,BC3706,Barre céréalière Raisin amande,324,1,0,groupe_ethique_et_sante
376036,BC-2853,PJ00083,Barre crisp caramel,448,1,0,groupe_ethique_et_sante
376037,BC-2853,PJ00236,Barre crisp chocolat 35g,1500,1,0,groupe_ethique_et_sante
376038,BC-2853,PJ00237,Barre crisp coco 35g,150,1,0,groupe_ethique_et_sante
376039,BC-2853,PJ00241,Barre crisp fruits rouges 35g,120,1,0,groupe_ethique_et_sante
376040,BC-2853,PJ00178,Biscuit cacao pépite chocolat,720,1,0,groupe_ethique_et_sante
376041,BC-2853,10357,Biscuits au chocolat,1800,1,0,groupe_ethique_et_sante
376042,BC-2853,13129,Biscuits fruits rouges,360,1,0,groupe_ethique_et_sante
376043,BC-2853,08730,Biscuits orange,432,1,0,groupe_ethique_et_sante
376044,BC-2853,12481,Boisson chocolat intense,150,1,0,groupe_ethique_et_sante
376045,BC-2853,PJ00284,Bouchées chocolat blanc,200,1,0,groupe_ethique_et_sante
376046,BC-2853,PJ00288,Bouteille boisson café,120,1,0,groupe_ethique_et_sante
376047,BC-2853,PJ00157,BOUTEILLE BOISSON PÊCHE-PASSION,60,1,0,groupe_ethique_et_sante
376048,BC-2853,PJ00287,Bouteille boisson vanille,120,1,0,groupe_ethique_et_sante
376049,BC-2853,13588,Cappuccino,150,1,0,groupe_ethique_et_sante
376050,BC-2853,BG349,Cereales chocolat,100,1,0,groupe_ethique_et_sante
376051,BC-2853,PJ00129,Chips Barbecue,80,1,0,groupe_ethique_et_sante
376052,BC-2853,PJ00130,Chips oignon,80,1,0,groupe_ethique_et_sante
376053,BC-2853,PJ00292,Chorizo,50,1,0,groupe_ethique_et_sante
376054,BC-2853,CNCIRCU1,Confort Circulatoire (60),90,1,0,groupe_ethique_et_sante
376055,BC-2853,12771,Desserts chocolat,300,1,0,groupe_ethique_et_sante
376056,BC-2853,BG400,Entremets noix de coco,100,1,0,groupe_ethique_et_sante
376057,BC-2853,BG504,Entremets pomme caramel,100,1,0,groupe_ethique_et_sante
376058,BC-2853,BG207,Entremets praline,100,1,0,groupe_ethique_et_sante
376059,BC-2853,BG427,Flan Patissier cafe,200,1,0,groupe_ethique_et_sante
376060,BC-2853,BG428,Flan Patissier caramel,200,1,0,groupe_ethique_et_sante
376061,BC-2853,BG426,Flan Patissier chocolat,200,1,0,groupe_ethique_et_sante
376062,BC-2853,BG434,Flan Patissier citron,200,1,0,groupe_ethique_et_sante
376063,BC-2853,BG425,Flan Patissier vanille,200,1,0,groupe_ethique_et_sante
376064,BC-2853,CNMGF2,M.G.F.2,120,1,0,groupe_ethique_et_sante
376065,BC-2853,09974,Mousse au chocolat,150,1,0,groupe_ethique_et_sante
376066,BC-2853,CNOMEGA,OMEGA 3,30,1,0,groupe_ethique_et_sante
376067,BC-2853,PJ00131,PAIN CEREALES (2 tranches),3600,1,0,groupe_ethique_et_sante
376068,BC-2853,FS17,Pain de mie (2 tranches),1200,1,0,groupe_ethique_et_sante
376069,BC-2853,PRNPC3,Pulvérisateurs,50,1,0,groupe_ethique_et_sante
376070,BC-2853,PJ00224,Saucisson,100,1,0,groupe_ethique_et_sante
376071,BC-2853,A0285-01,Soupe marocaine,150,1,0,groupe_ethique_et_sante
376072,BC-2853,PJ00160,TORTITOS BACON,80,1,0,groupe_ethique_et_sante
376073,BC-2853,PJ00159,TORTITOS POULET MAÏS,80,1,0,groupe_ethique_et_sante
370553,BC-2854,11786,Barre (Cacao)chocolat ronde,126,1,0,groupe_ethique_et_sante
370554,BC-2854,BC3706,Barre céréalière Raisin amande,108,1,0,groupe_ethique_et_sante
370555,BC-2854,PJ00083,Barre crisp caramel,112,1,0,groupe_ethique_et_sante
370556,BC-2854,PJ00236,Barre crisp chocolat 35g,100,1,0,groupe_ethique_et_sante
370557,BC-2854,PJ00237,Barre crisp coco 35g,100,1,0,groupe_ethique_et_sante
370558,BC-2854,PJ00241,Barre crisp fruits rouges 35g,120,1,0,groupe_ethique_et_sante
370559,BC-2854,BC3719,Barre Praline,150,1,0,groupe_ethique_et_sante
370560,BC-2854,BC3704,barre Vanille Amande (low sugar),150,1,0,groupe_ethique_et_sante
370561,BC-2854,PJ00178,Biscuit cacao pépite chocolat,360,1,0,groupe_ethique_et_sante
370562,BC-2854,10357,Biscuits au chocolat,360,1,0,groupe_ethique_et_sante
370563,BC-2854,13129,Biscuits fruits rouges,360,1,0,groupe_ethique_et_sante
370564,BC-2854,08730,Biscuits orange,360,1,0,groupe_ethique_et_sante
370565,BC-2854,PJ00153,BOUTEILLE BOISSON FRAMBOISE,120,1,0,groupe_ethique_et_sante
370566,BC-2854,PJ00157,BOUTEILLE BOISSON PÊCHE-PASSION,60,1,0,groupe_ethique_et_sante
370567,BC-2854,PJ00287,Bouteille boisson vanille,96,1,0,groupe_ethique_et_sante
370568,BC-2854,FS15MO341,Bulles BARBECUE,168,1,0,groupe_ethique_et_sante
370569,BC-2854,PJ00129,Chips Barbecue,80,1,0,groupe_ethique_et_sante
370570,BC-2854,PJ00130,Chips oignon,160,1,0,groupe_ethique_et_sante
370571,BC-2854,PJ00292,Chorizo,100,1,0,groupe_ethique_et_sante
370572,BC-2854,BG400,Entremets noix de coco,100,1,0,groupe_ethique_et_sante
370573,BC-2854,BG428,Flan Patissier caramel,100,1,0,groupe_ethique_et_sante
370574,BC-2854,BG426,Flan Patissier chocolat,100,1,0,groupe_ethique_et_sante
370575,BC-2854,BG434,Flan Patissier citron,100,1,0,groupe_ethique_et_sante
370576,BC-2854,BG424,Flan Patissier pistache,100,1,0,groupe_ethique_et_sante
370577,BC-2854,BG425,Flan Patissier vanille,100,1,0,groupe_ethique_et_sante
370578,BC-2854,PJ002239-01,Graines Mélanges,130,1,0,groupe_ethique_et_sante
370579,BC-2854,CNMGF2,M.G.F.2,30,1,0,groupe_ethique_et_sante
370580,BC-2854,PJ00131,PAIN CEREALES (2 tranches),576,1,0,groupe_ethique_et_sante
370581,BC-2854,FS17,Pain de mie (2 tranches),450,1,0,groupe_ethique_et_sante
370582,BC-2854,SRNPC1,Sacs grand format,250,1,0,groupe_ethique_et_sante
370583,BC-2854,PJ00224,Saucisson,150,1,0,groupe_ethique_et_sante
370584,BC-2854,SRNPC4,SHAKER,75,1,0,groupe_ethique_et_sante
370585,BC-2854,PC01691,Stick draineur thé citron 7g,300,1,0,groupe_ethique_et_sante
370586,BC-2854,PC01692,Stick draineur thé fruits rouges  7g,300,1,0,groupe_ethique_et_sante
370587,BC-2854,PC01693,Stick draineur thé pêche 7g,300,1,0,groupe_ethique_et_sante
370588,BC-2854,PJ00160,TORTITOS BACON,80,1,0,groupe_ethique_et_sante
370589,BC-2854,PJ00159,TORTITOS POULET MAÏS,80,1,0,groupe_ethique_et_sante
367018,BC-2855,PB01021,Boisson café latte sans gluten,150,1,0,groupe_ethique_et_sante
367017,BC-2855,PJ00131,PAIN CEREALES (2 tranches),288,1,0,groupe_ethique_et_sante
371094,BC-2856,11786,Barre (Cacao)chocolat ronde,126,1,0,groupe_ethique_et_sante
371095,BC-2856,BC3707,Barre céréalière Fruits rouges,108,1,0,groupe_ethique_et_sante
371096,BC-2856,BC3706,Barre céréalière Raisin amande,108,1,0,groupe_ethique_et_sante
371097,BC-2856,PJ00083,Barre crisp caramel,280,1,0,groupe_ethique_et_sante
371098,BC-2856,PJ00236,Barre crisp chocolat 35g,750,1,0,groupe_ethique_et_sante
371099,BC-2856,PJ00237,Barre crisp coco 35g,350,1,0,groupe_ethique_et_sante
371100,BC-2856,PJ00241,Barre crisp fruits rouges 35g,200,1,0,groupe_ethique_et_sante
371101,BC-2856,BC3719,Barre Praline,150,1,0,groupe_ethique_et_sante
371102,BC-2856,BC3704,barre Vanille Amande (low sugar),300,1,0,groupe_ethique_et_sante
371103,BC-2856,PJ00178,Biscuit cacao pépite chocolat,720,1,0,groupe_ethique_et_sante
371104,BC-2856,10357,Biscuits au chocolat,2160,1,0,groupe_ethique_et_sante
371105,BC-2856,13129,Biscuits fruits rouges,432,1,0,groupe_ethique_et_sante
371106,BC-2856,08730,Biscuits orange,432,1,0,groupe_ethique_et_sante
371107,BC-2856,12481,Boisson chocolat intense,150,1,0,groupe_ethique_et_sante
371108,BC-2856,PJ00288,Bouteille boisson café,24,1,0,groupe_ethique_et_sante
371109,BC-2856,PJ00153,BOUTEILLE BOISSON FRAMBOISE,240,1,0,groupe_ethique_et_sante
371110,BC-2856,PJ00157,BOUTEILLE BOISSON PÊCHE-PASSION,240,1,0,groupe_ethique_et_sante
371111,BC-2856,PJ00287,Bouteille boisson vanille,24,1,0,groupe_ethique_et_sante
371112,BC-2856,PJ00129,Chips Barbecue,80,1,0,groupe_ethique_et_sante
371113,BC-2856,PJ00130,Chips oignon,160,1,0,groupe_ethique_et_sante
371114,BC-2856,PJ00292,Chorizo,100,1,0,groupe_ethique_et_sante
371115,BC-2856,BG309,Crepes orange,100,1,0,groupe_ethique_et_sante
371116,BC-2856,12771,Desserts chocolat,150,1,0,groupe_ethique_et_sante
371117,BC-2856,BG400,Entremets noix de coco,100,1,0,groupe_ethique_et_sante
371118,BC-2856,BG504,Entremets pomme caramel,100,1,0,groupe_ethique_et_sante
371119,BC-2856,BG207,Entremets praline,100,1,0,groupe_ethique_et_sante
371120,BC-2856,BG427,Flan Patissier cafe,100,1,0,groupe_ethique_et_sante
371121,BC-2856,BG428,Flan Patissier caramel,100,1,0,groupe_ethique_et_sante
371122,BC-2856,BG426,Flan Patissier chocolat,200,1,0,groupe_ethique_et_sante
371123,BC-2856,BG434,Flan Patissier citron,100,1,0,groupe_ethique_et_sante
371124,BC-2856,BG424,Flan Patissier pistache,100,1,0,groupe_ethique_et_sante
371125,BC-2856,BG425,Flan Patissier vanille,200,1,0,groupe_ethique_et_sante
371126,BC-2856,CNMGF2,M.G.F.2,30,1,0,groupe_ethique_et_sante
371127,BC-2856,PJ00131,PAIN CEREALES (2 tranches),1008,1,0,groupe_ethique_et_sante
371128,BC-2856,FS17,Pain de mie (2 tranches),1350,1,0,groupe_ethique_et_sante
371129,BC-2856,sp-plaqCN,Plaquette CN A5 3 volets,50,1,0,groupe_ethique_et_sante
371130,BC-2856,FS18SF800,Soupe aux cêpes,100,1,0,groupe_ethique_et_sante
371131,BC-2856,PC01692,Stick draineur thé fruits rouges  7g,300,1,0,groupe_ethique_et_sante
371132,BC-2856,PC01693,Stick draineur thé pêche 7g,300,1,0,groupe_ethique_et_sante
371133,BC-2856,PJ00160,TORTITOS BACON,80,1,0,groupe_ethique_et_sante
376075,BC-2857,11786,Barre (Cacao)chocolat ronde,126,1,0,groupe_ethique_et_sante
376076,BC-2857,PJ00083,Barre crisp caramel,56,1,0,groupe_ethique_et_sante
376077,BC-2857,PJ00236,Barre crisp chocolat 35g,50,1,0,groupe_ethique_et_sante
376078,BC-2857,PJ00237,Barre crisp coco 35g,50,1,0,groupe_ethique_et_sante
376079,BC-2857,PJ00241,Barre crisp fruits rouges 35g,80,1,0,groupe_ethique_et_sante
376080,BC-2857,PJ00178,Biscuit cacao pépite chocolat,360,1,0,groupe_ethique_et_sante
376081,BC-2857,10357,Biscuits au chocolat,1440,1,0,groupe_ethique_et_sante
376082,BC-2857,13129,Biscuits fruits rouges,288,1,0,groupe_ethique_et_sante
376083,BC-2857,08730,Biscuits orange,360,1,0,groupe_ethique_et_sante
376084,BC-2857,PJ00157,BOUTEILLE BOISSON PÊCHE-PASSION,72,1,0,groupe_ethique_et_sante
376085,BC-2857,BG349,Cereales chocolat,100,1,0,groupe_ethique_et_sante
376086,BC-2857,BG357,Cereales vanille,100,1,0,groupe_ethique_et_sante
376087,BC-2857,BG424,Flan Patissier pistache,100,1,0,groupe_ethique_et_sante
376088,BC-2857,CNMGF2,M.G.F.2,30,1,0,groupe_ethique_et_sante
376089,BC-2857,PJ00131,PAIN CEREALES (2 tranches),864,1,0,groupe_ethique_et_sante
376090,BC-2857,FS17,Pain de mie (2 tranches),300,1,0,groupe_ethique_et_sante
376097,BC-2857,PB01237,Pancake,130,1,0,groupe_ethique_et_sante
376091,BC-2857,PJ00224,Saucisson,50,1,0,groupe_ethique_et_sante
376092,BC-2857,SRNPC4,SHAKER,75,1,0,groupe_ethique_et_sante
376093,BC-2857,PC01691,Stick draineur thé citron 7g,300,1,0,groupe_ethique_et_sante
376094,BC-2857,PC01692,Stick draineur thé fruits rouges  7g,300,1,0,groupe_ethique_et_sante
376095,BC-2857,PC01693,Stick draineur thé pêche 7g,300,1,0,groupe_ethique_et_sante
376096,BC-2857,PJ00160,TORTITOS BACON,80,1,0,groupe_ethique_et_sante
374247,BC-2858,BC3707,Barre céréalière Fruits rouges,108,1,0,groupe_ethique_et_sante
374248,BC-2858,BC3706,Barre céréalière Raisin amande,108,1,0,groupe_ethique_et_sante
374249,BC-2858,PJ00083,Barre crisp caramel,224,1,0,groupe_ethique_et_sante
374250,BC-2858,PJ00236,Barre crisp chocolat 35g,250,1,0,groupe_ethique_et_sante
374251,BC-2858,BC3719,Barre Praline,150,1,0,groupe_ethique_et_sante
374252,BC-2858,PJ00178,Biscuit cacao pépite chocolat,360,1,0,groupe_ethique_et_sante
374253,BC-2858,10357,Biscuits au chocolat,1008,1,0,groupe_ethique_et_sante
374254,BC-2858,13129,Biscuits fruits rouges,360,1,0,groupe_ethique_et_sante
374255,BC-2858,08730,Biscuits orange,288,1,0,groupe_ethique_et_sante
374256,BC-2858,PJ00153,BOUTEILLE BOISSON FRAMBOISE,48,1,0,groupe_ethique_et_sante
374257,BC-2858,13588,Cappuccino,150,1,0,groupe_ethique_et_sante
374258,BC-2858,PJ00129,Chips Barbecue,80,1,0,groupe_ethique_et_sante
374259,BC-2858,PB01240,Crêpes pomme caramel,150,1,0,groupe_ethique_et_sante
374260,BC-2858,12771,Desserts chocolat,150,1,0,groupe_ethique_et_sante
374261,BC-2858,BG400,Entremets noix de coco,200,1,0,groupe_ethique_et_sante
374262,BC-2858,BG435,Entremets poire belle hel,200,1,0,groupe_ethique_et_sante
374263,BC-2858,BG504,Entremets pomme caramel,200,1,0,groupe_ethique_et_sante
374264,BC-2858,BG207,Entremets praline,100,1,0,groupe_ethique_et_sante
374265,BC-2858,BG427,Flan Patissier cafe,100,1,0,groupe_ethique_et_sante
374266,BC-2858,BG428,Flan Patissier caramel,100,1,0,groupe_ethique_et_sante
374267,BC-2858,BG426,Flan Patissier chocolat,300,1,0,groupe_ethique_et_sante
374268,BC-2858,BG434,Flan Patissier citron,100,1,0,groupe_ethique_et_sante
374269,BC-2858,BG424,Flan Patissier pistache,100,1,0,groupe_ethique_et_sante
374270,BC-2858,BG425,Flan Patissier vanille,100,1,0,groupe_ethique_et_sante
374271,BC-2858,CNMGF2,M.G.F.2,60,1,0,groupe_ethique_et_sante
374272,BC-2858,CNOMEGA,OMEGA 3,30,1,0,groupe_ethique_et_sante
374273,BC-2858,PJ00131,PAIN CEREALES (2 tranches),1440,1,0,groupe_ethique_et_sante
374274,BC-2858,FS17,Pain de mie (2 tranches),600,1,0,groupe_ethique_et_sante
374275,BC-2858,PJ00224,Saucisson,100,1,0,groupe_ethique_et_sante
374276,BC-2858,PC01691,Stick draineur thé citron 7g,300,1,0,groupe_ethique_et_sante
374277,BC-2858,PC01692,Stick draineur thé fruits rouges  7g,300,1,0,groupe_ethique_et_sante
374278,BC-2858,PC01693,Stick draineur thé pêche 7g,300,1,0,groupe_ethique_et_sante
374279,BC-2858,PJ00160,TORTITOS BACON,80,1,0,groupe_ethique_et_sante
367715,BC-2859,CNSTRESS2,Anti stress 2,30,1,0,groupe_ethique_et_sante
367716,BC-2859,11786,Barre (Cacao)chocolat ronde,126,1,0,groupe_ethique_et_sante
367717,BC-2859,BC3707,Barre céréalière Fruits rouges,216,1,0,groupe_ethique_et_sante
367718,BC-2859,BC3706,Barre céréalière Raisin amande,216,1,0,groupe_ethique_et_sante
367719,BC-2859,PJ00083,Barre crisp caramel,392,1,0,groupe_ethique_et_sante
367720,BC-2859,PJ00236,Barre crisp chocolat 35g,350,1,0,groupe_ethique_et_sante
367721,BC-2859,PJ00237,Barre crisp coco 35g,400,1,0,groupe_ethique_et_sante
367722,BC-2859,PJ00241,Barre crisp fruits rouges 35g,320,1,0,groupe_ethique_et_sante
367723,BC-2859,11787,Barre noix de coco (ronde),252,1,0,groupe_ethique_et_sante
367724,BC-2859,BC3719,Barre Praline,150,1,0,groupe_ethique_et_sante
367725,BC-2859,BC3704,barre Vanille Amande (low sugar),300,1,0,groupe_ethique_et_sante
367726,BC-2859,PJ00178,Biscuit cacao pépite chocolat,720,1,0,groupe_ethique_et_sante
367727,BC-2859,10357,Biscuits au chocolat,720,1,0,groupe_ethique_et_sante
367728,BC-2859,13129,Biscuits fruits rouges,720,1,0,groupe_ethique_et_sante
367729,BC-2859,08730,Biscuits orange,720,1,0,groupe_ethique_et_sante
367730,BC-2859,PB01021,Boisson café latte sans gluten,600,1,0,groupe_ethique_et_sante
367762,BC-2859,12481,Boisson chocolat intense,150,1,0,groupe_ethique_et_sante
367731,BC-2859,PJ00283,Bouchées chocolat noir,200,1,0,groupe_ethique_et_sante
367732,BC-2859,PJ00153,BOUTEILLE BOISSON FRAMBOISE,192,1,0,groupe_ethique_et_sante
367733,BC-2859,PJ00157,BOUTEILLE BOISSON PÊCHE-PASSION,192,1,0,groupe_ethique_et_sante
367734,BC-2859,13588,Cappuccino,150,1,0,groupe_ethique_et_sante
367735,BC-2859,PJ00129,Chips Barbecue,240,1,0,groupe_ethique_et_sante
367736,BC-2859,PJ00130,Chips oignon,240,1,0,groupe_ethique_et_sante
367737,BC-2859,PJ00292,Chorizo,300,1,0,groupe_ethique_et_sante
367738,BC-2859,CNCIRCU1,Confort Circulatoire (60),30,1,0,groupe_ethique_et_sante
367739,BC-2859,BG400,Entremets noix de coco,100,1,0,groupe_ethique_et_sante
367740,BC-2859,BG427,Flan Patissier cafe,100,1,0,groupe_ethique_et_sante
367741,BC-2859,BG428,Flan Patissier caramel,100,1,0,groupe_ethique_et_sante
367742,BC-2859,BG425,Flan Patissier vanille,100,1,0,groupe_ethique_et_sante
367743,BC-2859,PJ002239-01,Graines Mélanges,130,1,0,groupe_ethique_et_sante
367744,BC-2859,CNMGF2,M.G.F.2,60,1,0,groupe_ethique_et_sante
367745,BC-2859,09974,Mousse au chocolat,150,1,0,groupe_ethique_et_sante
367746,BC-2859,CNOMEGA,OMEGA 3,30,1,0,groupe_ethique_et_sante
367747,BC-2859,PJ00131,PAIN CEREALES (2 tranches),2736,1,0,groupe_ethique_et_sante
367748,BC-2859,FS17,Pain de mie (2 tranches),1800,1,0,groupe_ethique_et_sante
367749,BC-2859,PJ00147,Pate Fusilli,140,1,0,groupe_ethique_et_sante
367750,BC-2859,11664,Puree de pomme de terre,150,1,0,groupe_ethique_et_sante
367751,BC-2859,PJ00149,Riz,150,1,0,groupe_ethique_et_sante
367752,BC-2859,13589,Riz au lait,150,1,0,groupe_ethique_et_sante
367753,BC-2859,SRNPC1,Sacs grand format,250,1,0,groupe_ethique_et_sante
367754,BC-2859,PJ00224,Saucisson,300,1,0,groupe_ethique_et_sante
367755,BC-2859,SRNPC4,SHAKER,75,1,0,groupe_ethique_et_sante
367756,BC-2859,FS12MF993,spaghetti bolognaise,100,1,0,groupe_ethique_et_sante
367757,BC-2859,PC01691,Stick draineur thé citron 7g,900,1,0,groupe_ethique_et_sante
367758,BC-2859,PC01692,Stick draineur thé fruits rouges  7g,600,1,0,groupe_ethique_et_sante
367759,BC-2859,PC01693,Stick draineur thé pêche 7g,600,1,0,groupe_ethique_et_sante
367760,BC-2859,PJ00160,TORTITOS BACON,240,1,0,groupe_ethique_et_sante
367761,BC-2859,PJ00159,TORTITOS POULET MAÏS,240,1,0,groupe_ethique_et_sante
375645,BC-2860,11786,Barre (Cacao)chocolat ronde,252,1,0,groupe_ethique_et_sante
375646,BC-2860,BC3707,Barre céréalière Fruits rouges,216,1,0,groupe_ethique_et_sante
375647,BC-2860,BC3706,Barre céréalière Raisin amande,216,1,0,groupe_ethique_et_sante
375648,BC-2860,PJ00083,Barre crisp caramel,280,1,0,groupe_ethique_et_sante
375649,BC-2860,PJ00236,Barre crisp chocolat 35g,350,1,0,groupe_ethique_et_sante
375650,BC-2860,PJ00237,Barre crisp coco 35g,300,1,0,groupe_ethique_et_sante
375651,BC-2860,PJ00241,Barre crisp fruits rouges 35g,200,1,0,groupe_ethique_et_sante
375652,BC-2860,11787,Barre noix de coco (ronde),126,1,0,groupe_ethique_et_sante
375653,BC-2860,BC3719,Barre Praline,150,1,0,groupe_ethique_et_sante
375654,BC-2860,BC3704,barre Vanille Amande (low sugar),300,1,0,groupe_ethique_et_sante
375655,BC-2860,PJ00178,Biscuit cacao pépite chocolat,864,1,0,groupe_ethique_et_sante
375656,BC-2860,10357,Biscuits au chocolat,1224,1,0,groupe_ethique_et_sante
375657,BC-2860,13129,Biscuits fruits rouges,648,1,0,groupe_ethique_et_sante
375658,BC-2860,08730,Biscuits orange,720,1,0,groupe_ethique_et_sante
375659,BC-2860,13579,Boisson chocolat au lait,150,1,0,groupe_ethique_et_sante
375660,BC-2860,12481,Boisson chocolat intense,300,1,0,groupe_ethique_et_sante
375661,BC-2860,08218,Boisson orange,300,1,0,groupe_ethique_et_sante
375662,BC-2860,08220,Boisson peche mangue,150,1,0,groupe_ethique_et_sante
375663,BC-2860,PJ00283,Bouchées chocolat noir,100,1,0,groupe_ethique_et_sante
375664,BC-2860,PJ00153,BOUTEILLE BOISSON FRAMBOISE,132,1,0,groupe_ethique_et_sante
375665,BC-2860,PJ00157,BOUTEILLE BOISSON PÊCHE-PASSION,120,1,0,groupe_ethique_et_sante
375666,BC-2860,PB00666-01,Cake minute chocolat,130,1,0,groupe_ethique_et_sante
375667,BC-2860,BG349,Cereales chocolat,100,1,0,groupe_ethique_et_sante
375668,BC-2860,BG357,Cereales vanille,100,1,0,groupe_ethique_et_sante
375669,BC-2860,PJ00130,Chips oignon,80,1,0,groupe_ethique_et_sante
375670,BC-2860,PJ00292,Chorizo,50,1,0,groupe_ethique_et_sante
375671,BC-2860,CNCIRCU1,Confort Circulatoire (60),30,1,0,groupe_ethique_et_sante
375672,BC-2860,CNTRANS,Confort Transit (90),10,1,0,groupe_ethique_et_sante
375673,BC-2860,PB01020,Dessert choco caramel pépite sans gluten,150,1,0,groupe_ethique_et_sante
375674,BC-2860,12771,Desserts chocolat,300,1,0,groupe_ethique_et_sante
375675,BC-2860,BG418,Entremets banane,100,1,0,groupe_ethique_et_sante
375676,BC-2860,BG400,Entremets noix de coco,100,1,0,groupe_ethique_et_sante
375677,BC-2860,BG435,Entremets poire belle hel,100,1,0,groupe_ethique_et_sante
375678,BC-2860,BG504,Entremets pomme caramel,100,1,0,groupe_ethique_et_sante
375679,BC-2860,BG207,Entremets praline,100,1,0,groupe_ethique_et_sante
375680,BC-2860,BG427,Flan Patissier cafe,200,1,0,groupe_ethique_et_sante
375681,BC-2860,BG428,Flan Patissier caramel,200,1,0,groupe_ethique_et_sante
375682,BC-2860,BG426,Flan Patissier chocolat,300,1,0,groupe_ethique_et_sante
375683,BC-2860,BG425,Flan Patissier vanille,300,1,0,groupe_ethique_et_sante
375684,BC-2860,CNMGF2,M.G.F.2,60,1,0,groupe_ethique_et_sante
375685,BC-2860,09974,Mousse au chocolat,150,1,0,groupe_ethique_et_sante
375686,BC-2860,CNOMEGA,OMEGA 3,30,1,0,groupe_ethique_et_sante
375687,BC-2860,PJ00131,PAIN CEREALES (2 tranches),3168,1,0,groupe_ethique_et_sante
375688,BC-2860,FS171RN310302,Pain de mie,8,1,0,groupe_ethique_et_sante
375689,BC-2860,FS17,Pain de mie (2 tranches),1800,1,0,groupe_ethique_et_sante
375690,BC-2860,PB01237,Pancake,130,1,0,groupe_ethique_et_sante
375691,BC-2860,sp-plaqCN,Plaquette CN A5 3 volets,50,1,0,groupe_ethique_et_sante
375692,BC-2860,PRNPC3,Pulvérisateurs,50,1,0,groupe_ethique_et_sante
375693,BC-2860,SRNPC1,Sacs grand format,250,1,0,groupe_ethique_et_sante
375694,BC-2860,SRNPC2,Sacs petit format,300,1,0,groupe_ethique_et_sante
375695,BC-2860,PJ00224,Saucisson,50,1,0,groupe_ethique_et_sante
375696,BC-2860,SRNPC4,SHAKER,75,1,0,groupe_ethique_et_sante
375697,BC-2860,PC01691,Stick draineur thé citron 7g,1200,1,0,groupe_ethique_et_sante
375698,BC-2860,PC01692,Stick draineur thé fruits rouges  7g,900,1,0,groupe_ethique_et_sante
375699,BC-2860,PC01693,Stick draineur thé pêche 7g,1200,1,0,groupe_ethique_et_sante
375700,BC-2860,PJ00160,TORTITOS BACON,80,1,0,groupe_ethique_et_sante
369045,BC-2861,BC3707,Barre céréalière Fruits rouges,216,1,0,groupe_ethique_et_sante
369046,BC-2861,BC3706,Barre céréalière Raisin amande,216,1,0,groupe_ethique_et_sante
369047,BC-2861,PJ00083,Barre crisp caramel,168,1,0,groupe_ethique_et_sante
369048,BC-2861,PJ00236,Barre crisp chocolat 35g,300,1,0,groupe_ethique_et_sante
369049,BC-2861,PJ00237,Barre crisp coco 35g,250,1,0,groupe_ethique_et_sante
369050,BC-2861,PJ00241,Barre crisp fruits rouges 35g,160,1,0,groupe_ethique_et_sante
